paper_id,title,pub_date,journal,abstract
paper_187086b2a0,Engineering Battery Chemistry,2021-01-21,IEEE TBME,Reports improvements in stability using novel reagent.
paper_9e1ce1a24e,On Biosensors,2022-05-26,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_b97783a6ad,Benchmarking Gene Editing (Crispr),2017-07-03,medRxiv,Reports improvements in safety using microfabrication.
paper_6886d7dc27,Towards Gene Editing (Crispr),2021-07-20,Nature Communications,Reports improvements in throughput using closed-loop control.
paper_61c2885315,A study of Lab-On-A-Chip,2016-11-11,BioRxiv,Reports improvements in yield using closed-loop control.
paper_0e0404c4de,Towards Battery Chemistry,2021-04-08,BioRxiv,Reports improvements in yield using microfabrication.
paper_1cca652a3c,A study of Bioprinting,2013-10-10,IEEE TBME,Reports improvements in yield using microfabrication.
paper_4c89394e86,Engineering Single-Cell Multiomics,2020-09-05,BioRxiv,Reports improvements in safety using ML optimisation.
paper_390ffd3077,Benchmarking Robotic Prosthetics,2025-04-11,Science Advances,Reports improvements in throughput using closed-loop control.
paper_b9c5a86c14,Engineering Bioprinting,2025-07-13,medRxiv,Reports improvements in safety using novel reagent.
paper_4d628e5141,Towards Photovoltaic Perovskites,2018-04-30,BioRxiv,Reports improvements in stability using ML optimisation.
paper_bcd1c35b1b,Benchmarking Robotic Prosthetics,2013-08-27,Nature Communications,Reports improvements in yield using microfabrication.
paper_11eccd14b2,Benchmarking Biosensors,2020-09-12,Science Advances,Reports improvements in stability using ML optimisation.
paper_1ebb814460,Benchmarking Protein Engineering,2014-09-25,Science Advances,Reports improvements in stability using novel reagent.
paper_4f84fbca56,On Bioreactor Control,2025-01-16,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_e44d45919c,Towards Single-Cell Multiomics,2010-04-26,Science Advances,Reports improvements in safety using ML optimisation.
paper_48814244c9,Engineering Photovoltaic Perovskites,2019-07-13,Science Advances,Reports improvements in throughput using closed-loop control.
paper_255461b77e,A study of Robotic Prosthetics,2011-02-14,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_152ef1c020,Engineering Biosensors,2022-03-12,Sci Reports,Reports improvements in yield using closed-loop control.
paper_e45a7166ed,Benchmarking Graphene Membranes,2024-02-03,Science Advances,Reports improvements in safety using ML optimisation.
paper_9ce4849398,Engineering Solid-State Cooling,2024-10-10,IEEE TBME,Reports improvements in yield using novel reagent.
paper_5bcae70bb3,A study of Microfluidics,2025-03-22,J. Med. Chem.,Reports improvements in yield using ML optimisation.
paper_c050df338b,Towards Nanopore Sequencing,2021-04-01,Science Advances,Reports improvements in throughput using closed-loop control.
paper_91f5650a9b,Benchmarking Protein Engineering,2019-03-05,medRxiv,Reports improvements in safety using ML optimisation.
paper_6e5a949a54,Benchmarking Gene Editing (Crispr),2019-06-09,Science Advances,Reports improvements in stability using ML optimisation.
paper_3fcf771da6,A study of Bioreactor Control,2024-08-06,BioRxiv,Reports improvements in safety using novel reagent.
paper_874738b4ff,On Biosensors,2016-08-17,Science Advances,Reports improvements in throughput using closed-loop control.
paper_45b198bb72,On Car-T Manufacturing,2019-03-29,J. Med. Chem.,Reports improvements in efficacy using closed-loop control.
paper_9579c60d07,Engineering Diagnostic Imaging,2024-10-27,Nature Communications,Reports improvements in safety using microfabrication.
paper_75ded52071,On Biosensors,2019-09-18,medRxiv,Reports improvements in safety using closed-loop control.
paper_3c66798c9d,On Photovoltaic Perovskites,2014-10-26,Sci Reports,Reports improvements in yield using microfabrication.
paper_52149f58f9,Benchmarking Single-Cell Multiomics,2015-02-10,BioRxiv,Reports improvements in yield using microfabrication.
paper_2dc10b31c5,Benchmarking Ai-Driven Medicinal Chemistry,2018-08-21,BioRxiv,Reports improvements in safety using microfabrication.
paper_52b5c14d70,Towards Car-T Manufacturing,2015-05-09,Nature Communications,Reports improvements in stability using closed-loop control.
paper_243ac1aca2,Towards Solid-State Cooling,2021-12-30,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_711a3bd43b,Towards Mrna Therapeutics,2021-11-05,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_27d93497ee,A study of Lab-On-A-Chip,2011-12-08,Nature Communications,Reports improvements in efficacy using microfabrication.
paper_d2ce3e7a58,Benchmarking Car-T Manufacturing,2024-08-31,J. Med. Chem.,Reports improvements in throughput using closed-loop control.
paper_6a64444dff,Benchmarking Mrna Therapeutics,2024-01-27,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_f32551a969,Towards Gene Editing (Crispr),2019-04-24,BioRxiv,Reports improvements in yield using ML optimisation.
paper_df2f5cc80f,On Single-Cell Multiomics,2014-07-21,Nature Communications,Reports improvements in safety using microfabrication.
paper_4518dd144c,A study of Robotic Prosthetics,2010-10-26,Science Advances,Reports improvements in yield using closed-loop control.
paper_93e55de97d,A study of Protein Engineering,2010-07-16,Sci Reports,Reports improvements in yield using novel reagent.
paper_eaaf258de4,Towards Gene Editing (Crispr),2017-11-19,IEEE TBME,Reports improvements in safety using closed-loop control.
paper_2879c9b9f7,On Battery Chemistry,2012-02-13,Nature Communications,Reports improvements in yield using novel reagent.
paper_0e83032414,Benchmarking Lab-On-A-Chip,2012-05-23,BioRxiv,Reports improvements in stability using closed-loop control.
paper_64cb908b6e,Benchmarking Bioreactor Control,2022-07-25,medRxiv,Reports improvements in throughput using ML optimisation.
paper_8d0370585c,On Ai-Driven Medicinal Chemistry,2021-03-17,BioRxiv,Reports improvements in stability using ML optimisation.
paper_882a3d9642,A study of Ultrafast Li-Ion Charging,2013-04-30,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_1120212519,Towards Nanopore Sequencing,2011-08-29,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_b2ff54ddfb,A study of Diagnostic Imaging,2021-01-31,Science Advances,Reports improvements in stability using microfabrication.
paper_7d3f3c7605,On Microfluidics,2013-04-19,Science Advances,Reports improvements in efficacy using microfabrication.
paper_c54729c519,On Ai-Driven Medicinal Chemistry,2024-12-12,BioRxiv,Reports improvements in safety using closed-loop control.
paper_96c9f93188,On Solid-State Cooling,2021-11-02,Science Advances,Reports improvements in yield using microfabrication.
paper_2f92993edb,Benchmarking Diagnostic Imaging,2019-01-02,Science Advances,Reports improvements in stability using microfabrication.
paper_3f5d7e7978,Engineering Battery Chemistry,2021-08-02,J. Med. Chem.,Reports improvements in stability using closed-loop control.
paper_27750bac35,Engineering Battery Chemistry,2013-12-06,J. Med. Chem.,Reports improvements in yield using microfabrication.
paper_41d36ccb7b,On Photovoltaic Perovskites,2021-04-07,Sci Reports,Reports improvements in yield using closed-loop control.
paper_cce4d4e696,A study of Ai-Driven Medicinal Chemistry,2010-03-11,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_8ed5d8f0f2,Benchmarking Single-Cell Multiomics,2024-03-09,Science Advances,Reports improvements in stability using ML optimisation.
paper_d1637e0986,Towards Robotic Prosthetics,2016-02-08,Science Advances,Reports improvements in efficacy using novel reagent.
paper_06432d2834,On Solid-State Cooling,2024-09-21,Sci Reports,Reports improvements in stability using novel reagent.
paper_6c38ac3afe,On Battery Chemistry,2020-11-07,BioRxiv,Reports improvements in stability using closed-loop control.
paper_b60f6c1282,A study of Battery Chemistry,2013-04-17,Nature Communications,Reports improvements in throughput using novel reagent.
paper_a3cc64a174,Towards Battery Chemistry,2015-05-11,IEEE TBME,Reports improvements in stability using microfabrication.
paper_2a06069827,Towards Robotic Prosthetics,2011-08-23,Science Advances,Reports improvements in stability using ML optimisation.
paper_d322768df1,Towards Solid-State Cooling,2018-09-07,J. Med. Chem.,Reports improvements in stability using ML optimisation.
paper_f7a6451658,A study of Solid-State Cooling,2010-03-02,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_ce3878f0f7,On Robotic Prosthetics,2010-09-12,Sci Reports,Reports improvements in safety using microfabrication.
paper_bf7cd35171,On Bioreactor Control,2015-09-20,IEEE TBME,Reports improvements in stability using novel reagent.
paper_4b3810809c,Towards Bioprinting,2017-03-04,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_57f5b67b2d,Benchmarking Microfluidics,2013-10-07,Sci Reports,Reports improvements in efficacy using microfabrication.
paper_c148c789a2,Engineering Diagnostic Imaging,2021-01-20,medRxiv,Reports improvements in safety using microfabrication.
paper_6a77949dbb,Benchmarking Ultrafast Li-Ion Charging,2012-10-11,medRxiv,Reports improvements in safety using novel reagent.
paper_51966dca4f,On Bioreactor Control,2012-03-20,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_1ed7bc37e7,A study of Gene Editing (Crispr),2020-06-30,BioRxiv,Reports improvements in stability using novel reagent.
paper_30a8bb5605,Benchmarking Mrna Therapeutics,2010-11-15,J. Med. Chem.,Reports improvements in yield using ML optimisation.
paper_1c5e039ba5,Engineering Single-Cell Multiomics,2018-02-22,Sci Reports,Reports improvements in stability using ML optimisation.
paper_518228cf4a,Benchmarking Mrna Therapeutics,2012-11-23,medRxiv,Reports improvements in throughput using novel reagent.
paper_da221333ee,Towards Mrna Therapeutics,2022-03-01,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_1421f8a71f,A study of Mrna Therapeutics,2016-07-09,Sci Reports,Reports improvements in yield using closed-loop control.
paper_3082cfe682,On Microfluidics,2022-01-22,Nature Communications,Reports improvements in safety using microfabrication.
paper_1ff38ed1f9,Engineering Diagnostic Imaging,2019-01-12,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_92490551fb,A study of Nanopore Sequencing,2020-12-25,BioRxiv,Reports improvements in throughput using microfabrication.
paper_57537fd6fa,Benchmarking Single-Cell Multiomics,2017-11-29,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_511b87f4a6,Engineering Car-T Manufacturing,2013-04-20,BioRxiv,Reports improvements in efficacy using novel reagent.
paper_c6dcb2b9de,On Nanopore Sequencing,2014-11-06,Nature Communications,Reports improvements in safety using microfabrication.
paper_c177200399,Engineering Solid-State Cooling,2016-02-26,medRxiv,Reports improvements in yield using novel reagent.
paper_0da58af275,Benchmarking Graphene Membranes,2020-04-28,Sci Reports,Reports improvements in safety using ML optimisation.
paper_2af18f9692,A study of Microfluidics,2014-07-31,BioRxiv,Reports improvements in yield using ML optimisation.
paper_c5e0b3d520,Towards Bioprinting,2017-04-21,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_d4a3179a6a,Benchmarking Biosensors,2017-08-22,Science Advances,Reports improvements in efficacy using closed-loop control.
paper_bd5f747522,Benchmarking Biosensors,2011-01-18,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_d058508ce9,Towards Lab-On-A-Chip,2020-09-12,IEEE TBME,Reports improvements in throughput using microfabrication.
paper_1a2dc809f5,On Photovoltaic Perovskites,2024-11-19,Science Advances,Reports improvements in throughput using novel reagent.
paper_560327b125,Engineering Nanopore Sequencing,2013-01-14,J. Med. Chem.,Reports improvements in stability using ML optimisation.
paper_206e3a8f1e,A study of Wearable Health Sensors,2021-05-04,Science Advances,Reports improvements in yield using ML optimisation.
paper_51caed79c3,Benchmarking Photovoltaic Perovskites,2023-03-30,BioRxiv,Reports improvements in yield using novel reagent.
paper_123cebcfa3,A study of Graphene Membranes,2013-12-05,BioRxiv,Reports improvements in yield using novel reagent.
paper_3a389a8cf3,Benchmarking Wearable Health Sensors,2020-03-01,BioRxiv,Reports improvements in stability using novel reagent.
paper_b3d58df1a5,Engineering Photovoltaic Perovskites,2023-09-23,Sci Reports,Reports improvements in safety using microfabrication.
paper_fe58f77e77,Benchmarking Wearable Health Sensors,2018-01-03,BioRxiv,Reports improvements in stability using microfabrication.
paper_46f4ca9c86,Engineering Battery Chemistry,2012-11-11,BioRxiv,Reports improvements in stability using closed-loop control.
paper_b950f7f21f,A study of Graphene Membranes,2012-07-14,Science Advances,Reports improvements in throughput using ML optimisation.
paper_02cf1b57a9,Engineering Photovoltaic Perovskites,2019-06-06,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_06d6fcec2c,Engineering Robotic Prosthetics,2023-05-23,Science Advances,Reports improvements in safety using ML optimisation.
paper_b793d097ec,Benchmarking Microfluidics,2012-05-14,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_051fa930c2,A study of Graphene Membranes,2017-06-02,Sci Reports,Reports improvements in yield using closed-loop control.
paper_7d120bf120,Engineering Protein Engineering,2021-05-18,Sci Reports,Reports improvements in yield using microfabrication.
paper_52866fb14f,On Solid-State Cooling,2010-04-15,IEEE TBME,Reports improvements in yield using microfabrication.
paper_4169625134,Towards Diagnostic Imaging,2012-04-10,medRxiv,Reports improvements in safety using microfabrication.
