patent_id,title,filing_date,assignee,abstract,claims
pat_9dc3fb8c52,Method for ultrafast Li-ion charging,2011-03-16,DeepMaterials Inc,Claims a novel apparatus improving stability using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: composition ..."", ""Claim 12: control algorithm ...""]"
pat_7b10ebabc9,Composition for single-cell multiomics,2021-01-24,MedDevice Corp,Claims a controller improving stability using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ...""]"
pat_cd00a8e702,Method for nanopore sequencing,2023-01-06,MedDevice Corp,Claims a novel apparatus improving throughput using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: composition ..."", ""Claim 9: system integration ..."", ""Claim 10: method step ...""]"
pat_b038b24d84,Device for AI-driven medicinal chemistry,2024-05-10,OmicsCore SA,Claims a novel apparatus improving selectivity using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ...""]"
pat_665dca067a,Composition for bioreactor control,2010-10-02,MedDevice Corp,Claims a controller improving throughput using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ...""]"
pat_9681d5aa3e,Device for gene editing (CRISPR),2020-05-06,GlobalChem,Claims a method improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ...""]"
pat_9a63950e94,System for microfluidics,2011-06-10,DeepMaterials Inc,Claims a novel apparatus improving stability using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ...""]"
pat_3a9ea58b0f,System for AI-driven medicinal chemistry,2018-03-03,DeepMaterials Inc,Claims a composition improving yield using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: composition ...""]"
pat_9694c4f152,Method for nanopore sequencing,2017-12-26,GlobalChem,Claims a novel apparatus improving selectivity using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ...""]"
pat_428b18d96d,System for bioreactor control,2020-02-22,SpinOut Biotech,Claims a composition improving yield using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: system integration ..."", ""Claim 9: method step ...""]"
pat_5230a14843,Composition for graphene membranes,2021-06-02,DeepMaterials Inc,Claims a method improving selectivity using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: system integration ..."", ""Claim 10: system integration ..."", ""Claim 11: system integration ..."", ""Claim 12: composition ...""]"
pat_6a3bfede69,System for single-cell multiomics,2010-10-26,Univ. Tech Labs,Claims a controller improving throughput using ML control.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ...""]"
pat_727e3c9986,System for nanopore sequencing,2025-10-18,MedDevice Corp,Claims a controller improving throughput using ML control.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ...""]"
pat_12e7116dcb,Method for robotic prosthetics,2008-02-26,Independent Inventor,Claims a novel apparatus improving stability using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: method step ..."", ""Claim 11: method step ...""]"
pat_afc2aefb53,Device for ultrafast Li-ion charging,2017-11-24,Univ. Tech Labs,Claims a novel apparatus improving stability using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ...""]"
pat_25fef35143,Composition for bioprinting,2023-07-18,DeepMaterials Inc,Claims a novel apparatus improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ..."", ""Claim 9: control algorithm ...""]"
pat_09f060cd8f,Device for protein engineering,2009-08-04,MedDevice Corp,Claims a controller improving selectivity using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ..."", ""Claim 10: system integration ..."", ""Claim 11: method step ..."", ""Claim 12: system integration ...""]"
pat_df51b05d26,System for graphene membranes,2010-10-06,Independent Inventor,Claims a method improving selectivity using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ...""]"
pat_2543c12359,Method for microfluidics,2008-02-07,GlobalChem,Claims a composition improving stability using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ...""]"
pat_32394f23af,System for AI-driven medicinal chemistry,2018-01-15,DeepMaterials Inc,Claims a novel apparatus improving throughput using ML control.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: method step ...""]"
pat_0d5501f347,Device for nanopore sequencing,2022-12-07,MedDevice Corp,Claims a composition improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ...""]"
pat_3eae04e36e,Composition for AI-driven medicinal chemistry,2011-12-26,DeepMaterials Inc,Claims a novel apparatus improving throughput using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: composition ..."", ""Claim 12: control algorithm ...""]"
pat_f9f5b3e40b,Composition for AI-driven medicinal chemistry,2021-10-03,Univ. Tech Labs,Claims a controller improving throughput using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: control algorithm ..."", ""Claim 11: composition ...""]"
pat_9e12cc2430,System for graphene membranes,2015-06-27,Univ. Tech Labs,Claims a novel apparatus improving yield using ML control.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ...""]"
pat_63b6628cec,Method for lab-on-a-chip,2016-12-29,DeepMaterials Inc,Claims a novel apparatus improving stability using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: control algorithm ...""]"
pat_be892d8a5f,Method for biosensors,2022-05-31,SpinOut Biotech,Claims a method improving selectivity using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ...""]"
pat_7efed0168a,Method for single-cell multiomics,2011-12-19,SpinOut Biotech,Claims a method improving stability using ML control.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ..."", ""Claim 8: control algorithm ..."", ""Claim 9: system integration ...""]"
pat_8889c8f4db,Method for nanopore sequencing,2024-02-07,OmicsCore SA,Claims a composition improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: composition ...""]"
pat_38276a8aa6,Method for wearable health sensors,2018-12-06,Independent Inventor,Claims a method improving yield using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ..."", ""Claim 9: composition ...""]"
pat_20b83fd613,Composition for CAR-T manufacturing,2023-09-07,Univ. Tech Labs,Claims a novel apparatus improving throughput using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ...""]"
pat_c16e5632a4,Device for single-cell multiomics,2023-07-18,DeepMaterials Inc,Claims a controller improving throughput using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: control algorithm ..."", ""Claim 9: control algorithm ..."", ""Claim 10: system integration ...""]"
pat_31ca645300,Method for diagnostic imaging,2022-02-12,OmicsCore SA,Claims a controller improving stability using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ...""]"
pat_993e810488,Device for protein engineering,2019-02-22,Independent Inventor,Claims a novel apparatus improving throughput using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ..."", ""Claim 11: composition ..."", ""Claim 12: method step ...""]"
pat_bc19650804,Method for single-cell multiomics,2023-04-22,SpinOut Biotech,Claims a composition improving throughput using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ..."", ""Claim 9: system integration ..."", ""Claim 10: system integration ...""]"
