seed_id,title,abstract,topic,date
seed_39a97ba0ff,Protein Engineering — technology brief 145,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2021-11-17
seed_3f287c3747,Bioreactor Control — technology brief 146,"Brief describing bioreactor control. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioreactor control,2022-09-04
seed_533031b9f2,Protein Engineering — technology brief 147,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2018-10-08
seed_3c2c92cceb,Gene Editing (Crispr) — technology brief 148,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2019-08-18
seed_c361247278,Graphene Membranes — technology brief 149,"Brief describing graphene membranes. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",graphene membranes,2019-03-27
seed_70142bfd0d,Diagnostic Imaging — technology brief 150,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2018-07-07
seed_ec3472ea1a,Photovoltaic Perovskites — technology brief 151,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2019-08-20
seed_be638f5950,Robotic Prosthetics — technology brief 152,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2019-01-02
seed_44a0ce2d15,Wearable Health Sensors — technology brief 153,"Brief describing wearable health sensors. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",wearable health sensors,2023-09-30
seed_f195b217e1,Car-T Manufacturing — technology brief 154,"Brief describing CAR-T manufacturing. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",CAR-T manufacturing,2019-12-21
seed_211e164ba1,Photovoltaic Perovskites — technology brief 155,"Brief describing photovoltaic perovskites. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",photovoltaic perovskites,2024-12-27
seed_e206997194,Ai-Driven Medicinal Chemistry — technology brief 156,"Brief describing AI-driven medicinal chemistry. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",AI-driven medicinal chemistry,2022-12-13
seed_64b2fb7878,Solid-State Cooling — technology brief 157,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2022-04-24
seed_6eb5f65166,Solid-State Cooling — technology brief 158,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2020-07-05
seed_047ecff3fe,Bioprinting — technology brief 159,"Brief describing bioprinting. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioprinting,2022-07-14
seed_fbcd4617dd,Robotic Prosthetics — technology brief 160,"Brief describing robotic prosthetics. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",robotic prosthetics,2021-06-25
seed_5d45b72034,Bioprinting — technology brief 161,"Brief describing bioprinting. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",bioprinting,2023-05-03
seed_f747cffe02,Diagnostic Imaging — technology brief 162,"Brief describing diagnostic imaging. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",diagnostic imaging,2023-02-02
seed_7bf40911c5,Gene Editing (Crispr) — technology brief 163,"Brief describing gene editing (CRISPR). Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",gene editing (CRISPR),2024-07-24
seed_6de2d79041,Solid-State Cooling — technology brief 164,"Brief describing solid-state cooling. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",solid-state cooling,2025-03-22
seed_3ec397bb72,Protein Engineering — technology brief 165,"Brief describing protein engineering. Includes a candidate method, enabling reagent or device, and potential platform architecture with early validation and indicative economics.",protein engineering,2022-07-08
